path	size	sha256	class	machine	buildId	soname	needed	exports	imports	jniExports	jniOnLoad	registerNatives	status	registrationImports
lib/arm64-v8a/libbeautyShotV2.so	11416	0baf00cc2b6f5bce3399051300f839c465e6966b8ee5b22490a81cd1c9eb90d2	ELF64	AArch64	2cb8a7e4b1e3598b5408f5a1bf00359fdb58e3de	libbeautyShotV2.so	libAncHumanBeauty.so,libancbase-beauty.so,libandroid.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	21	23	5	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdarkVision.so	48416	b788c45f15371a1918f6f5d641ddfbe5dd5f8e2c02fc31794e01ba51d844afbb	ELF64	AArch64	8af4c0bce3ade850134e066fd6f2bb42abf42d0c	libdarkVision.so	libandroid.so,libarcsoft_dark_vision_raw.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	33	50	11	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdehaze.so	8472	00ed1477ee42cc999d766b267b068786a9ae43208d0967aace21ea72a9aabc77	ELF64	AArch64	5ae29a8182c370635beee874c7cf6e8670d1be3a	libdehaze.so	libandroid.so,libarcsoft_dehaze.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	6	16	1	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdistortionCorrection.so	13576	cfe1900646f856d7181117f0e080e51a75e1a3f5878334211bed80967762885d	ELF64	AArch64	9adc4c6d23b1244e1294fc1454c588a78006dad8	libdistortionCorrection.so	libandroid.so,libarcsoft_portrait_distortion_correction.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	16	22	6	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdngtimeeditor.so	279312	37ce3737fdeaeff3a8c73cb7875c29e26f1d4ebb215ada2f65a6b4203e2ae48f	ELF64	AArch64	301a0eca21879d076c7b39279029ac8b9614d1ca	libdngtimeeditor.so	libc.so,libdl.so,liblog.so,libm.so	380	56	1	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdualCamBokeh.so	9872	3b35951761800547734b651c6386effddc34f58fc25d30773f873d584ec8cd64	ELF64	AArch64	e4ee0341a52fbea7df1d4662ad03f1a5e4913d37	libdualCamBokeh.so	libandroid.so,libarcsoft_dualcam_refocus_preview.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so	9	18	9	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdualCamBokehV2.so	37064	b33bbd403cd9aed75c7ec908ed9bb45ea997a449fe2f5c484f542050f6d9cc7a	ELF64	AArch64	9a5265040e14e05cd45b851cfa9316f4d6329c3b	libdualCamBokehV2.so	libandroid.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so,libwa_rtdof.so	14	52	6	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libdumpUtil.so	346080	8885501e5a17ac7fb220f3a17c2ccf8bf2394ded025900a302884166103cdd7e	ELF64	AArch64	5faf64a29cb32917975c995532de93253df11027	libdumpUtil.so	libandroid.so,libc.so,libdl.so,liblog.so,libm.so	531	86	0	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libfacialRestoration.so	10440	b6ac3ef489adf5bf6f530eef48364bd13226725e2fb0a84585ff4b7f8eeccd7d	ELF64	AArch64	b1a1fe7391a93fa8a11cd5145a8cabbfd7c783d8	libfacialRestoration.so	libandroid.so,libarcsoft_facialrestoration.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	7	16	2	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libhdr5capture.so	38864	7ceff73c1efab8604003d0b3c9841f1187326433d3cd3e007cfb94316d3e49d2	ELF64	AArch64	e223fa3d089051748c03b7fcb717bdef621006c1	libhdr5capture.so	libandroid.so,libarcsoft_high_dynamic_range_v5.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	10	56	4	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libhdrDetection.so	8544	25952b20c4177222f1fd2d55b7a552d87d19d3a371f57bb5e4027591009dbbbf	ELF64	AArch64	1b785b189b214df616be017c759b7bc9f88f033a	libhdrDetection.so	libandroid.so,libarcsoft_hdr_detection.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	14	13	9	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libhdrcapture.so	11816	b1ce83b3404625ef8f830edcdbbcb5a5d46e681a2adc5c396d7e381473b17651	ELF64	AArch64	ef0deac5e636cfa309532451ce233b2217d08b1a	libhdrcapture.so	libandroid.so,libarcsoft_high_dynamic_range.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	8	23	5	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libhdrcaptureV2.so	10792	917107d1dd346bbad7ec628a7892bd46617f4db5e092c7ca44560addbb568b2d	ELF64	AArch64	eb5be3d4b9194153f37a94ab0d59f5a13b6e7b25	libhdrcaptureV2.so	libandroid.so,libarcsoft_high_dynamic_range.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	7	23	4	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libimage_processing_util_jni.so	28944	2ead62ff358ae3a9e9cb5b0278a1d5132a7b410288bc74add8f6356d668fdc39	ELF64	AArch64		libimage_processing_util_jni.so	libandroid.so,libc.so,libdl.so,libjnigraphics.so,liblog.so,libm.so	6	16	6	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libjni_arcsoft_camera_pp_engine.so	251240	f70ff82e4cfd2da3fe386cc9bea3f2e7ddcbe99266f27ae5ffd6f0ca2540b101	ELF64	AArch64	4c491132747d50d57216bbf4c17e74877be435bf	libjni_arcsoft_camera_pp_engine.so	libarcsoft_dualcam_refocus_image.so,libarcsoft_dualcam_refocus_video.so,libarcsoft_high_dynamic_range.so,libc.so,libdl.so,liblog.so,libm.so,libmpbase.so	302	76	0	1	0	DYNAMIC_REGISTRATION_CANDIDATE	
lib/arm64-v8a/libjni_burstpmk.so	243664	429dd937e345fdd9b6f3924957437c9dd80616c3bbae8644e7778ee11f5d0eea	ELF64	AArch64	ae97f3d7f19da10f3bae2ff2498d933336675a71	libjni_burstpmk.so	libEGL.so,libGLESv2.so,libandroid.so,libarcsoft_panorama.so,libc.so,libdl.so,libjnigraphics.so,liblog.so,libm.so,libmpbase.so	358	56	0	1	0	DYNAMIC_REGISTRATION_CANDIDATE	
lib/arm64-v8a/libjni_rater_api.so	55280	97e9ede839f70574d99a88b9bed3b1079fcc2257ee5e273d55172c085e7f1667	ELF64	AArch64	c6cb38fa0a06a5c510cafddb35386f356ee5017c	libjni_rater_api.so	libc.so,libdl.so,liblog.so,libm.so,libstmobile_rater.so	109	34	8	1	0	DYNAMIC_REGISTRATION_CANDIDATE	
lib/arm64-v8a/liblensstainDetection.so	6224	58399ba1ae8e0bc21d6a69a102cc2d3fe4c7d3be31dcede816eda8b594ade1b1	ELF64	AArch64	9bd4ac41df916d99e4c0f16bdc776f82dafe191a	liblensstainDetection.so	libandroid.so,libarcsoft_lensstaindetection.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so	4	10	4	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libllhdrcapture.so	15744	c903556cadbe6db594791ab2a604e4f59849213c8d7253d61d9ba50b5743cfe9	ELF64	AArch64	a0930773857bbd75ed49d20c254e6c38ffc063e0	libllhdrcapture.so	libandroid.so,libarcsoft_low_light_hdr.so,libc.so,libdl.so,libdumpUtil.so,liblog.so,libm.so,libmpbase.so	19	23	6	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/liblocalyuvutil.so	161744	15d739f37b423a36862b90f55b6b25a1c3b7c5e53ed5ede7aa384847b2d816e6	ELF64	AArch64	94f7fdcf0778783da6c8751d3f438184dae6afad	liblocalyuvutil.so	libandroid.so,libc.so,libdl.so,libjnigraphics.so,liblog.so,libm.so,libstdc++.so,libyuv.so	226	44	11	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libmaskDetection.so	7160	db85e0a8d1677d54441f8659867fcdaf188f0d75181c7d42b7c43a6147990308	ELF64	AArch64	3feec154146cbd9c44bc10f1f729aec89dd9f040	libmaskDetection.so	libc.so,libdl.so,liblog.so,libm.so,libmouth_mask_detection.arcsoft.so,libmpbase.so	9	9	4	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	
lib/arm64-v8a/libmorpho_ImageRefiner.so	4671832	4325f721b91fa1ce962aff4f3d4170a434a2dd79aa8ae42404ff8287230a39da	ELF64	AArch64	7514ed48dd74a662e8733bf8ead55a94cd76a04a	libmorpho_ImageRefiner.so	libc.so,libdl.so,liblog.so,libm.so	7	102	0	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	dlsym|0x0000000000000000|0;dlopen|0x0000000000000000|0
lib/arm64-v8a/libmorpho_PanoramaGP.so	3246304	6079a2c50380b01fd519a95aa74a0ea3250f0705bfb5d57599a4bb477e8ab2a5	ELF64	AArch64	23133842286e71d4ca29972632778aae41028306	libmorpho_PanoramaGP.so	libEGL.so,libGLESv2.so,libc.so,libdl.so,liblog.so,libm.so	20	62	0	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	dlsym|0x0000000000000000|0;dlopen|0x0000000000000000|0
lib/arm64-v8a/libmorpho_PanoramaGP3.so	1813312	29ffdd45e4750b39776e5828f5b33be3442a2b02be796f701d033500806876c8	ELF64	AArch64	d9202aff84223591cd754418f93a60b7d4d6b1b7	libmorpho_PanoramaGP3.so	libEGL.so,libGLESv2.so,libc.so,libdl.so,liblog.so,libm.so	16	60	0	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	dlopen|0x0000000000000000|0;dlsym|0x0000000000000000|0
lib/arm64-v8a/libmorpho_RPS.so	1186296	1825fbcfd9a29971a6186e3c183bef8ab577c026f8337dd69809569adddbe8ca	ELF64	AArch64	05a5504bf51904ad0260b075971d5647881e039a	libmorpho_RPS.so	libc.so,libdl.so,liblog.so,libm.so	6	87	0	0	0	NO_STATIC_DYNAMIC_REGISTRATION_MARKER	dlsym|0x0000000000000000|0;dlopen|0x0000000000000000|0
